job_id,source,company,title,location,remote,contract_type,seniority,workload,published_at,apply_url,tags,salary,currency,description_short,saved_at,requires_human,application_status,applied_at,notes
remoteok_1093845,remoteok,Kyivstar,Junior Network Engineer,All,True,,,,2025-08-18T16:00:09+00:00,https://remoteOK.com/remote-jobs/remote-junior-network-engineer-kyivstar-1093845,"python,technical,web,mobile,junior,telecom,engineer",,,"<p><span style=""font-size: 16px;"">We are looking for a</span><b><span style=""font-size: 16px;"">&nbsp;</span></b><span style=""font-size: 16px;"">Junior Network Engineer</span></p><p><br></p><p><b style=""font-size: 16px;"">About us&nbsp;</b></p><p><br></p><p><span style=""font-size: 1",2025-09-10T04:47:24.746291,True,pending,,
